cell_id,family,task,model,seed,explainer,predictor_competence_pass,test_auroc,n_calibration_rationale,n_test_rationale,fraction_grid,test_risk,mean_atom_fraction,precision,iou,random_test_risk,random_mean_atom_fraction,atom_fraction_saving_vs_random,fixed20_risk,fixed50_risk,risk_pass,efficiency_pass,oracle_fraction,oracle_calibration_risk,oracle_corrected_risk,oracle_n_calibration_rationale,oracle_test_risk,oracle_test_mean_atom_fraction,oracle_test_median_atom_fraction,oracle_test_precision,oracle_test_iou,oracle_n_test_rationale,excess_mean_atom_fraction,recoverable_efficiency,oracle_efficiency_pass
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,True,0.9972499699304668,4935,4933,0.89,0.0918283153527798,0.9084471118578896,0.6457072121745934,0.6123853625155222,0.0911411795277234,0.9084471118578896,0.0,0.8723311850319148,0.5715170048337558,True,False,0.61,0.0897761368023761,0.08996054196104637,4935,0.08780356464039339,0.6277794572679153,0.625,0.9099283223771735,0.8221247577367802,4933,0.28066765458997434,0.0,True
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,gradinput,True,0.99957750403084,4935,4933,0.9,0.0914995197334544,0.915205996412866,0.6410228185337978,0.6073130659055345,0.0913243692012622,0.9084471118578896,-0.0067588845549763,0.8840422056644808,0.5815783582870827,True,False,0.61,0.0897761368023761,0.08996054196104637,4935,0.08780356464039339,0.6277794572679153,0.625,0.9099283223771735,0.8221247577367802,4933,0.28742653914495075,-0.024081451654450286,True
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,ig,True,0.99957750403084,4935,4933,0.9,0.0934265968985688,0.915205996412866,0.6400567764970337,0.6063204895471188,0.0913243692012622,0.9084471118578896,-0.0067588845549763,0.901486103870923,0.5885741740923045,True,False,0.61,0.0897761368023761,0.08996054196104637,4935,0.08780356464039339,0.6277794572679153,0.625,0.9099283223771735,0.8221247577367802,4933,0.28742653914495075,-0.024081451654450286,True
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,gradinput,True,0.9993076394883764,4935,4933,0.89,0.0946094555782003,0.9084471118578896,0.641086522072392,0.6031558145495367,0.0912160937849061,0.9084471118578896,0.0,0.8475906946825241,0.5454297701949441,True,False,0.61,0.0897761368023761,0.08996054196104637,4935,0.08780356464039339,0.6277794572679153,0.625,0.9099283223771735,0.8221247577367802,4933,0.28066765458997434,0.0,True
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,ig,True,0.9993076394883764,4935,4933,0.9,0.0941799224407364,0.915205996412866,0.6406271058561605,0.6078680865814945,0.0912160937849061,0.9084471118578896,-0.0067588845549763,0.8970288044289497,0.5906673219900079,True,False,0.61,0.0897761368023761,0.08996054196104637,4935,0.08780356464039339,0.6277794572679153,0.625,0.9099283223771735,0.8221247577367802,4933,0.28742653914495075,-0.024081451654450286,True
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,gradinput,True,0.7547022386952845,297,277,0.9,0.0885172217278208,0.9101407650316404,0.2702047616046774,0.2635047603689398,0.0889842444882752,0.9026685530504264,-0.0074722119812141,0.6648283969271137,0.335609520001208,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6282801866438879,-0.012036269323496062,True
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,ig,True,0.7547022386952845,297,277,0.91,0.0910966984479162,0.9234847698070427,0.2657521726725466,0.2590777611527485,0.0889842444882752,0.9026685530504264,-0.0208162167566166,0.6317239733397318,0.3428143078546513,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6416241914192902,-0.03353084626196565,True
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,gradinput,True,0.7569430746624219,297,277,0.9,0.0889605242754416,0.9101407650316404,0.2691092508635427,0.2619082784160796,0.0891074936958574,0.9101407650316404,0.0,0.6837107972752371,0.3778433865909635,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6282801866438879,0.0,True
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,ig,True,0.7569430746624219,297,277,0.87,0.0837812893650215,0.8831394062523965,0.2782224786458664,0.2709427678530432,0.0891074936958574,0.9101407650316404,0.0270013587792439,0.8031180932438998,0.4335177223908283,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6012788278646439,0.042976619911377884,True
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,True,0.7570011789044905,297,277,0.9,0.0948870730361377,0.9101407650316404,0.2677495660832309,0.2603001872047862,0.0915110200433751,0.9101407650316404,0.0,0.6808112118522407,0.3589902406950495,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6282801866438879,0.0,True
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,True,0.7570011789044905,297,277,0.92,0.0874985845798144,0.93310042311993,0.2637204207080502,0.2573218213892817,0.0915110200433751,0.9101407650316404,-0.0229596580882895,0.6351818929003887,0.3298570732075686,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6512398447321774,-0.03654366089584046,True
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,True,0.8959765870485644,297,277,0.91,0.0971703556572489,0.9234847698070427,0.2629437681963416,0.2558072003850142,0.0889842444882752,0.9026685530504264,-0.0208162167566166,0.7592339659966051,0.4519456816987103,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6416241914192902,-0.03353084626196565,True
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,True,0.8959765870485644,297,277,0.93,0.0976589238473058,0.9416332553306368,0.2587622034362641,0.2517864121655203,0.0889842444882752,0.9026685530504264,-0.0389647022802106,0.622984195382829,0.3245252577972558,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6597726769428842,-0.06276450024886124,True
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,True,0.8938167912085224,297,277,0.92,0.0883316423615617,0.93310042311993,0.2640773686291316,0.2579304585890513,0.0891074936958574,0.9101407650316404,-0.0229596580882895,0.7695448452636559,0.5093311937990761,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6512398447321774,-0.03654366089584046,True
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,True,0.8938167912085224,297,277,0.91,0.0885167967924274,0.9234847698070427,0.2658443098954486,0.2592408555449086,0.0891074936958574,0.9101407650316404,-0.0133440047754024,0.7721155817178993,0.5439234620237438,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6416241914192902,-0.021238939344375287,True
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,True,0.8883966593118928,297,277,0.94,0.0824161707487337,0.9522828292781326,0.260999538210218,0.2554669819741191,0.0915110200433751,0.9101407650316404,-0.0421420642464921,0.7443476658889828,0.5290862458201544,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.67042225089038,-0.06707527173760527,True
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,True,0.8883966593118928,297,277,0.93,0.0999492544118747,0.9416332553306368,0.2573365857304291,0.2500505049036156,0.0915110200433751,0.9101407650316404,-0.0314924902989964,0.8531747384748546,0.6285685588856235,True,False,0.27,0.09237590811641701,0.0954216265455565,297,0.07382386962530511,0.2818605783877526,0.2777777777777778,0.8519411004996686,0.7781172308743637,277,0.6597726769428842,-0.05012491396111216,True
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,True,1.0,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.0926235755346315,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,True,1.0,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.0926235755346315,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,True,1.0,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.0866720382932289,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,True,1.0,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.0866720382932289,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,True,1.0,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.09146684778329,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,True,1.0,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.09146684778329,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,True,1.0,2764,2822,0.06,0.0800894052400076,0.0777160805543746,0.6541456569849553,0.5871527554066532,0.0926235755346315,0.9087783882831856,0.831062307728811,0.0031882431687534,0.0002657689581856,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,0.00956814361498487,0.9886178955334182,True
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,True,1.0,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.0926235755346315,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gin__seed2026,bxaic,X,gin,2026,gradinput,True,0.9996505246037516,2764,2822,0.05,0.0981483356394766,0.0681479369393897,0.7163485659942074,0.629389103494348,0.0866720382932289,0.9087783882831856,0.8406304513437959,0.003038062614604,0.0002362390739428,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gin__seed2026,bxaic,X,gin,2026,ig,True,0.9996505246037516,2764,2822,0.05,0.0923452915302667,0.0681479369393897,0.7271565036270918,0.6351655707077394,0.0866720382932289,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gin__seed42,bxaic,X,gin,42,gradinput,True,0.9998909415391308,2764,2822,0.05,0.0924549739574544,0.0681479369393897,0.7264477864052633,0.6350093219246302,0.09146684778329,0.9087783882831856,0.8406304513437959,0.001620628170947,0.0001771793054571,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
bxaic__X__gin__seed42,bxaic,X,gin,42,ig,True,0.9998909415391308,2764,2822,0.05,0.0921681122248096,0.0681479369393897,0.7275108622380061,0.6353427500131965,0.09146684778329,0.9087783882831856,0.8406304513437959,0.0013928262067879,8.858965272856131e-05,True,True,0.05,0.09172323294971631,0.09205172364304394,2764,0.09216811222480963,0.06814793693938972,0.06666666666666667,0.7275108622380061,0.6353427500131965,2822,-2.7755575615628914e-17,1.0,True
google__benzene__gcn__seed123,google,benzene,gcn,123,gradinput,True,0.9055409055409056,1000,999,0.45,0.1100648267314934,0.4706352784102144,0.6792763542763541,0.6139630635459669,0.0954353162686496,0.9031661198214196,0.4325308414112051,0.4799301285412396,0.0799835549835549,False,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.09461022795492807,0.8205219941054996,True
google__benzene__gcn__seed123,google,benzene,gcn,123,ig,True,0.9055409055409056,1000,999,0.55,0.0948621240287907,0.5716810705784846,0.5779763890875002,0.5389114533593379,0.0954353162686496,0.9031661198214196,0.331485049242935,0.5293615043615043,0.1366707977819089,True,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.19565602012319827,0.628835559410184,True
google__benzene__gcn__seed2026,google,benzene,gcn,2026,gradinput,True,0.9104669104669104,1000,999,0.49,0.1034220728665173,0.5119776375360348,0.6314577286799509,0.5790425040726038,0.0980677105677105,0.9031661198214196,0.3911884822853848,0.5391462891462891,0.1034220728665173,False,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.13595258708074842,0.742094488588745,True
google__benzene__gcn__seed2026,google,benzene,gcn,2026,ig,True,0.9104669104669104,1000,999,0.51,0.1047190047190047,0.5344928656068183,0.6075252158585491,0.5609350794378314,0.0980677105677105,0.9031661198214196,0.3686732542146013,0.5255507491618604,0.1210593530037974,False,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.15846781515153197,0.699382528965001,True
google__benzene__gcn__seed42,google,benzene,gcn,42,gradinput,True,0.9302719302719304,1000,999,0.48,0.1005318810874366,0.5040497096081068,0.6459440320551432,0.5915181873730206,0.0964085116862894,0.9031661198214196,0.3991164102133128,0.478475896531452,0.0955171441282552,False,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.12802465915282046,0.7571339692679131,True
google__benzene__gcn__seed42,google,benzene,gcn,42,ig,True,0.9302719302719304,1000,999,0.47,0.1028022069688736,0.4897098308181002,0.6599771488660378,0.6037253316450083,0.0964085116862894,0.9031661198214196,0.4134562890033193,0.4672577339244005,0.0883613772502661,False,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.11368478036281388,0.7843370836206797,True
google__benzene__gin__seed123,google,benzene,gin,123,gradinput,True,0.9713129713129712,1000,999,0.94,0.0944192208081096,0.9575645508922008,0.3556615195535867,0.34419030361867,0.0954353162686496,0.9031661198214196,-0.0543984310707813,0.9030806600251045,0.7263207652096542,True,False,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.5815395004369145,-0.10319520567083351,True
google__benzene__gin__seed123,google,benzene,gin,123,ig,True,0.9713129713129712,1000,999,0.51,0.1002665363776474,0.5344928656068183,0.6092161703272814,0.5605841587523734,0.0954353162686496,0.9031661198214196,0.3686732542146013,0.505915836471392,0.1118779493779493,False,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.15846781515153197,0.699382528965001,True
google__benzene__gin__seed2026,google,benzene,gin,2026,gradinput,True,0.9726739726739728,1000,999,0.81,0.0855921397588064,0.8355199614449401,0.4047899542223587,0.3886890450533306,0.0980677105677105,0.9031661198214196,0.0676461583764794,0.6415341929230818,0.327678869345536,True,False,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.4594949109896538,0.1283264809130151,True
google__benzene__gin__seed2026,google,benzene,gin,2026,ig,True,0.9726739726739728,1000,999,0.79,0.0940527829416718,0.8109944835861289,0.4108993741002684,0.390631641502964,0.0980677105677105,0.9031661198214196,0.0921716362352906,0.9834103945215056,0.5015602904491794,True,False,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.4349694331308426,0.1748519354527309,True
google__benzene__gin__seed42,google,benzene,gin,42,gradinput,True,0.9731884731884732,1000,999,0.8300000000000001,0.1092832912277356,0.8503733407484473,0.3884930443065977,0.3711982206605754,0.0964085116862894,0.9031661198214196,0.0527927790729723,0.5326028409361743,0.2520774742996965,False,False,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.47434829029316095,0.1001492430412481,True
google__benzene__gin__seed42,google,benzene,gin,42,ig,True,0.9731884731884732,1000,999,0.73,0.1022534439201105,0.7551707536987445,0.4382200548781216,0.4161341291619032,0.0964085116862894,0.9031661198214196,0.147995366122675,0.7007384368495478,0.2872628580961914,False,True,0.35000000000000003,0.09808333333333333,0.09898434898434898,1000,0.10329138662471997,0.37602505045528634,0.375,0.8376114209447543,0.7343200343200343,999,0.3791457032434582,0.28075096918673736,True
google__logic10__gcn__seed123,google,logic10,gcn,123,gradinput,True,0.8715098349724955,192,112,0.81,0.0879145408163265,0.8360362351772493,0.5402046877209968,0.5145585950287873,0.0931618976261833,0.9043177969998628,0.0682815618226135,0.7509362289496219,0.3295611011012797,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.4018654511879963,0.1452344903466877,True
google__logic10__gcn__seed123,google,logic10,gcn,123,ig,True,0.8715098349724955,192,112,0.67,0.1019980763284334,0.6977497682005145,0.635333738681953,0.594140382505597,0.0931618976261833,0.9043177969998628,0.2065680287993484,0.7389417502140716,0.2478414071048,False,True,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.26357898421126147,0.4393690124214119,True
google__logic10__gcn__seed2026,google,logic10,gcn,2026,gradinput,True,0.9004417402900483,192,112,0.8,0.0974240417320774,0.8213806229323514,0.5442948819127087,0.5164096487954156,0.0867297880690737,0.9140376849550448,0.0926570620226935,0.7351338393749108,0.3246929038223681,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.38720983894309835,0.19308908748698766,True
google__logic10__gcn__seed2026,google,logic10,gcn,2026,ig,True,0.9004417402900483,192,112,0.89,0.0917081430474287,0.9140376849550448,0.492729215913921,0.4706043278588793,0.0867297880690737,0.9140376849550448,0.0,0.7985299298915371,0.3864445822035108,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.47986690096579177,0.0,True
google__logic10__gcn__seed42,google,logic10,gcn,42,gradinput,True,0.864508668111352,192,112,0.73,0.0786912120617477,0.7549440500024239,0.6029725607501619,0.5747828558410851,0.1038070932044146,0.9043177969998628,0.149373746997439,0.6954360000118928,0.2404900159364444,True,True,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.3207732660131709,0.31771710308423884,True
google__logic10__gcn__seed42,google,logic10,gcn,42,ig,True,0.864508668111352,192,112,0.63,0.1044853212263926,0.6531162069280754,0.6747960744612531,0.6267632635804904,0.1038070932044146,0.9043177969998628,0.2512015900717875,0.759926345975453,0.2489374464820893,False,True,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.21894542293882235,0.5343043412382981,True
google__logic10__gin__seed123,google,logic10,gin,123,gradinput,True,0.9443344724120688,192,112,0.93,0.076532433340469,0.9549678417887856,0.4792079568861677,0.4612433736506477,0.0931618976261833,0.9043177969998628,-0.0506500447889225,0.8949684987631417,0.6860614459944817,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.5207970577995326,-0.10773235474704536,True
google__logic10__gin__seed123,google,logic10,gin,123,ig,True,0.9443344724120688,192,112,0.74,0.1040893630179344,0.7666308757624763,0.577523413518272,0.5412322807374085,0.0931618976261833,0.9043177969998628,0.1376869212373865,0.7621928294919368,0.3594760893868036,False,True,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.33246009177322333,0.29285929172601016,True
google__logic10__gin__seed2026,google,logic10,gin,2026,gradinput,True,0.9637022837139524,192,112,0.91,0.0956158424908424,0.9336198180475164,0.4806759704209731,0.4593566320759073,0.0867297880690737,0.9140376849550448,-0.0195821330924714,0.8586457069715998,0.6550857624518338,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.49944903405826335,-0.04080742608640044,True
google__logic10__gin__seed2026,google,logic10,gin,2026,ig,True,0.9637022837139524,192,112,0.86,0.0974769649992864,0.883717529966172,0.5056245319330653,0.479627546620148,0.0867297880690737,0.9140376849550448,0.0303201549888728,0.7770523003781934,0.3969303018410161,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.449546745976919,0.06318450997109755,True
google__logic10__gin__seed42,google,logic10,gin,42,gradinput,True,0.9550966827804634,192,112,0.92,0.0813411662742019,0.9476758480682204,0.4811269323266077,0.4623407328871977,0.1038070932044146,0.9043177969998628,-0.0433580510683574,0.9346668956043958,0.7176898250558965,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.5135050640789673,-0.09222232592888789,True
google__logic10__gin__seed42,google,logic10,gin,42,ig,True,0.9550966827804634,192,112,0.87,0.0914248326078683,0.8955752374760533,0.5021744865287545,0.4778516872335979,0.1038070932044146,0.9043177969998628,0.0087425595238096,0.8105648815470244,0.5105226618619475,True,False,0.41000000000000003,0.08291097901621798,0.08766273560162612,192,0.10981198860663145,0.434170783989253,0.43478260869565216,0.9902597402597403,0.8804477516531088,112,0.46140445348680026,0.01859537396148945,True
google__logic7__gcn__seed123,google,logic7,gcn,123,gradinput,True,0.9700479813890368,66,47,0.81,0.0365248226950354,0.833329619256579,0.2258508643644669,0.2236231545204718,0.050354609929078,0.9390069354229216,0.1056773161663425,0.4095238095238094,0.202532928064843,True,False,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.6198305279292957,0.14565978442048644,True
google__logic7__gcn__seed123,google,logic7,gcn,123,ig,True,0.9700479813890368,66,47,0.72,0.0576241134751773,0.7399967108726914,0.2502119091449504,0.246901039185803,0.050354609929078,0.9390069354229216,0.1990102245502302,0.4960739614994934,0.1356889564336373,True,True,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.5264976195454081,0.2743047179569793,True
google__logic7__gcn__seed2026,google,logic7,gcn,2026,gradinput,True,0.9699995153395046,66,47,0.93,0.0813829787234042,0.9546910462550436,0.190107325471754,0.1874794061935596,0.076418439716312,0.8983233285789827,-0.0563677176760609,0.4208713272543059,0.2333839918946302,True,False,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.7411919549277604,-0.0823097586356945,True
google__logic7__gcn__seed2026,google,logic7,gcn,2026,ig,True,0.9699995153395046,66,47,0.6,0.0599797365754812,0.6218405892071917,0.2963698240293985,0.2912789859285479,0.076418439716312,0.8983233285789827,0.276482739371791,0.5380952380952381,0.1360435663627153,True,True,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.4083414978799084,0.40372802878787845,True
google__logic7__gcn__seed42,google,logic7,gcn,42,gradinput,True,0.9671400184170988,66,47,0.71,0.0551418439716312,0.7323979266781626,0.252701618017638,0.2491342682305069,0.0973404255319149,0.8983233285789827,0.16592540190082,0.3055724417426545,0.1507598784194528,True,True,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.5188988353508794,0.2422890325358564,True
google__logic7__gcn__seed42,google,logic7,gcn,42,ig,True,0.9671400184170988,66,47,0.56,0.0679331306990881,0.584373580750989,0.3117994298845363,0.3044657174976324,0.0973404255319149,0.8983233285789827,0.3139497478279937,0.3614488348530901,0.104128672745694,True,True,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.37087448942370577,0.45843842952743646,True
google__logic7__gin__seed123,google,logic7,gin,123,gradinput,True,0.9707265060824892,66,47,0.96,0.0166666666666666,0.9948936170212764,0.1942988695551252,0.1936960326756925,0.050354609929078,0.9390069354229216,-0.0558866815983549,0.8187943262411348,0.5540526849037487,True,False,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.7813945256939931,-0.07703111972279066,True
