cell_id,family,task,model,seed,explainer,predictor_competence_pass,test_auroc,n_calibration_rationale,n_test_rationale,fraction_grid,test_risk,mean_atom_fraction,precision,iou,random_test_risk,random_mean_atom_fraction,atom_fraction_saving_vs_random,fixed20_risk,fixed50_risk,risk_pass,efficiency_pass,oracle_fraction,oracle_calibration_risk,oracle_corrected_risk,oracle_n_calibration_rationale,oracle_test_risk,oracle_test_mean_atom_fraction,oracle_test_median_atom_fraction,oracle_test_precision,oracle_test_iou,oracle_n_test_rationale,excess_mean_atom_fraction,recoverable_efficiency,oracle_efficiency_pass
bxaic__indole__gin__seed42,bxaic,indole,gin,42,gradinput,True,0.9920397564716004,1887,1847,0.93,0.0921752491527803,0.9462280636892684,0.3024850796968595,0.2939082949413037,0.0934866079898565,0.90726752777742,-0.0389605359118482,0.6863252105130828,0.5270900914241466,True,False,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.6316850189691078,-0.06573127485959543,True
bxaic__indole__gin__seed42,bxaic,indole,gin,42,ig,True,0.9920397564716004,1887,1847,0.67,0.0980146445224951,0.6886269315023926,0.4092258497899259,0.3905567755889931,0.0934866079898565,0.90726752777742,0.2186405962750274,0.5002795979311951,0.1832080628168879,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.37408388678223203,0.36887390773413675,True
bxaic__P__gcn__seed123,bxaic,P,gcn,123,gradinput,True,0.9999956870494316,657,638,0.02,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437,0.1057782987803271,0.9155993798160156,0.8790536415584299,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
bxaic__P__gcn__seed123,bxaic,P,gcn,123,ig,True,0.9999956870494316,657,638,0.02,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437,0.1057782987803271,0.9155993798160156,0.8790536415584299,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
bxaic__P__gcn__seed2026,bxaic,P,gcn,2026,gradinput,True,1.0,657,638,0.02,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437,0.0911583798523684,0.9084086740208712,0.8718629357632856,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
bxaic__P__gcn__seed2026,bxaic,P,gcn,2026,ig,True,1.0,657,638,0.02,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437,0.0911583798523684,0.9084086740208712,0.8718629357632856,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
bxaic__P__gcn__seed42,bxaic,P,gcn,42,gradinput,True,1.0,657,638,0.02,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437,0.0742450784816634,0.9274815943093282,0.8909358560517425,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
bxaic__P__gcn__seed42,bxaic,P,gcn,42,ig,True,1.0,657,638,0.02,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437,0.0742450784816634,0.9274815943093282,0.8909358560517425,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
bxaic__P__gin__seed123,bxaic,P,gin,123,gradinput,True,1.0,657,638,0.02,0.1128997024857249,0.0365457382575857,0.9580721003134796,0.8483071940659993,0.1057782987803271,0.9155993798160156,0.8790536415584299,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
bxaic__P__gin__seed123,bxaic,P,gin,123,ig,True,1.0,657,638,0.02,0.1128997024857249,0.0365457382575857,0.9580721003134796,0.8483071940659993,0.1057782987803271,0.9155993798160156,0.8790536415584299,0.0,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,-2.0816681711721685e-17,1.0,True
