cell_id,family,task,model,seed,explainer,alpha,crc_fraction,crc_test_risk,crc_mean_atom_fraction,naive_fraction,naive_test_risk,random_fraction,crc_minus_naive_fraction,risk_pass,efficiency_pass,oracle_fraction,oracle_calibration_risk,oracle_corrected_risk,oracle_n_calibration_rationale,oracle_test_risk,oracle_test_mean_atom_fraction,oracle_test_median_atom_fraction,oracle_test_precision,oracle_test_iou,oracle_n_test_rationale,excess_grid_fraction,recoverable_efficiency_grid
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,0.1,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9109252060222288,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,0.2,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.7894019257274031,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,0.05,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9670689714625956,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,0.1,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9109252060222288,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,0.2,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.7782746170955813,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,0.05,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9670689714625956,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,0.1,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9109252060222288,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,0.2,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.7782746170955813,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,0.05,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9500960721384788,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,0.1,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.8893335038811342,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,0.2,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.7989221917985107,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,0.05,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9500960721384788,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,0.1,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.8893335038811342,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,0.2,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.7989221917985107,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed42,bxaic,B,gin,42,gradinput,0.05,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.958384319631281,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed42,bxaic,B,gin,42,gradinput,0.1,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9109252060222288,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed42,bxaic,B,gin,42,gradinput,0.2,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.7894019257274031,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed42,bxaic,B,gin,42,ig,0.05,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.958384319631281,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed42,bxaic,B,gin,42,ig,0.1,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.9109252060222288,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__B__gin__seed42,bxaic,B,gin,42,ig,0.2,0.01,0.0290519877675841,0.0386003571497199,0.01,0.0290519877675841,0.7894019257274031,0.0,True,True,0.01,0.012605042016806723,0.020833333333333332,119,0.029051987767584102,0.03860035714971998,0.037037037037037035,0.9908256880733946,0.9617737003058103,109,0.0,1.0
bxaic__indole__gcn__seed123,bxaic,indole,gcn,123,gradinput,0.05,0.96,0.0476337234323157,0.9747994993281844,0.96,0.0476337234323157,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.6099999999999999,-0.006396466277108686
bxaic__indole__gcn__seed123,bxaic,indole,gcn,123,gradinput,0.1,0.8300000000000001,0.0977287608919986,0.8468982391419475,0.8200000000000001,0.1001952230227812,0.90726752777742,0.01,True,False,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.53,0.12723803635642544
bxaic__indole__gcn__seed123,bxaic,indole,gcn,123,gradinput,0.2,0.51,0.1939799582598717,0.5254579598587015,0.51,0.1939799582598717,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.27,0.5230165769682605
bxaic__indole__gcn__seed123,bxaic,indole,gcn,123,ig,0.05,0.93,0.0481432699827394,0.9462280636892684,0.93,0.0481432699827394,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.5800000000000001,0.04309844190045391
bxaic__indole__gcn__seed123,bxaic,indole,gcn,123,ig,0.1,0.76,0.0941371200236928,0.7755804835294008,0.76,0.0941371200236928,0.90726752777742,0.0,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.46,0.24250848438482217
bxaic__indole__gcn__seed123,bxaic,indole,gcn,123,ig,0.2,0.51,0.1874788291477517,0.5254579598587015,0.51,0.1874788291477517,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.27,0.5230165769682605
bxaic__indole__gcn__seed2026,bxaic,indole,gcn,2026,gradinput,0.05,0.97,0.019608373939722,0.9902939499285958,0.97,0.019608373939722,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.6199999999999999,-0.022894769002962945
bxaic__indole__gcn__seed2026,bxaic,indole,gcn,2026,gradinput,0.1,0.87,0.0977877037839139,0.886845717303693,0.87,0.0977877037839139,0.90726752777742,0.0,True,False,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.5700000000000001,0.0613692089116275
bxaic__indole__gcn__seed2026,bxaic,indole,gcn,2026,gradinput,0.2,0.51,0.1902333536943716,0.5254579598587015,0.51,0.1902333536943716,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.27,0.5230165769682605
bxaic__indole__gcn__seed2026,bxaic,indole,gcn,2026,ig,0.05,0.81,0.043453116395726,0.8271643980179285,0.81,0.043453116395726,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.46,0.24107807461070482
bxaic__indole__gcn__seed2026,bxaic,indole,gcn,2026,ig,0.1,0.71,0.092807636777588,0.727164883610353,0.71,0.092807636777588,0.90726752777742,0.0,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.41,0.3248445186908199
bxaic__indole__gcn__seed2026,bxaic,indole,gcn,2026,ig,0.2,0.58,0.1929748055289474,0.5961126805626655,0.58,0.1929748055289474,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.33999999999999997,0.39935420803410593
bxaic__indole__gcn__seed42,bxaic,indole,gcn,42,gradinput,0.05,0.8300000000000001,0.0470045557823034,0.8468982391419475,0.8300000000000001,0.0470045557823034,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.48000000000000004,0.2080814691589963
bxaic__indole__gcn__seed42,bxaic,indole,gcn,42,gradinput,0.1,0.6900000000000001,0.0921602483121162,0.7066609235190675,0.6900000000000001,0.0921602483121162,0.90726752777742,0.0,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.39000000000000007,0.35777893241321873
bxaic__indole__gcn__seed42,bxaic,indole,gcn,42,gradinput,0.2,0.51,0.1878853750672917,0.5254579598587015,0.51,0.1878853750672917,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.27,0.5230165769682605
bxaic__indole__gcn__seed42,bxaic,indole,gcn,42,ig,0.05,0.77,0.0485283943933104,0.7868792996495827,0.77,0.0485283943933104,0.9561229549588244,0.0,True,True,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.42,0.3070712855141219
bxaic__indole__gcn__seed42,bxaic,indole,gcn,42,ig,0.1,0.68,0.0951195979620451,0.6955214960377726,0.68,0.0951195979620451,0.90726752777742,0.0,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.38000000000000006,0.37424613927441824
bxaic__indole__gcn__seed42,bxaic,indole,gcn,42,ig,0.2,0.55,0.192736990144949,0.5656559959354353,0.55,0.192736990144949,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.31000000000000005,0.4523523661487435
bxaic__indole__gin__seed123,bxaic,indole,gin,123,gradinput,0.05,0.96,0.0464803940169397,0.9747994993281844,0.96,0.0464803940169397,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.6099999999999999,-0.006396466277108686
bxaic__indole__gin__seed123,bxaic,indole,gin,123,gradinput,0.1,0.93,0.0900985775038292,0.9462280636892684,0.93,0.0900985775038292,0.90726752777742,0.0,True,False,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.6300000000000001,-0.03743403225556971
bxaic__indole__gin__seed123,bxaic,indole,gin,123,gradinput,0.2,0.85,0.1891435753983128,0.8652452057581679,0.85,0.1891435753983128,0.8060574077896909,0.0,True,False,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.61,-0.07762921499763356
bxaic__indole__gin__seed123,bxaic,indole,gin,123,ig,0.05,0.6900000000000001,0.0481613172666231,0.7066609235190675,0.6900000000000001,0.0481613172666231,0.9561229549588244,0.0,True,True,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.34,0.4390577073209557
bxaic__indole__gin__seed123,bxaic,indole,gin,123,ig,0.1,0.55,0.0965217330945539,0.5656559959354353,0.55,0.0965217330945539,0.90726752777742,0.0,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.25000000000000006,0.5883198284700121
bxaic__indole__gin__seed123,bxaic,indole,gin,123,ig,0.2,0.39,0.1948047924022477,0.4058785626735883,0.39,0.1948047924022477,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.15000000000000002,0.7350092094268114
bxaic__indole__gin__seed2026,bxaic,indole,gin,2026,gradinput,0.05,0.97,0.0505745823287783,0.9902939499285958,0.97,0.0505745823287783,0.9561229549588244,0.0,False,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.6199999999999999,-0.022894769002962945
bxaic__indole__gin__seed2026,bxaic,indole,gin,2026,gradinput,0.1,0.96,0.0988452823320176,0.9747994993281844,0.96,0.0988452823320176,0.90726752777742,0.0,True,False,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.6599999999999999,-0.08683565283916812
bxaic__indole__gin__seed2026,bxaic,indole,gin,2026,gradinput,0.2,0.93,0.178875480682465,0.9462280636892684,0.93,0.178875480682465,0.8060574077896909,0.0,True,False,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.6900000000000001,-0.2189576366366676
bxaic__indole__gin__seed2026,bxaic,indole,gin,2026,ig,0.05,0.88,0.0481353260928247,0.8954710135035089,0.88,0.0481353260928247,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.53,0.1255899555297252
bxaic__indole__gin__seed2026,bxaic,indole,gin,2026,ig,0.1,0.66,0.0950887671854104,0.6771674344541085,0.66,0.0950887671854104,0.90726752777742,0.0,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.36000000000000004,0.4071805529968173
bxaic__indole__gin__seed2026,bxaic,indole,gin,2026,ig,0.2,0.44,0.1870168688116712,0.4554649986536597,0.44,0.1870168688116712,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.2,0.6466789459024151
bxaic__indole__gin__seed42,bxaic,indole,gin,42,gradinput,0.05,0.96,0.0490741126366464,0.9747994993281844,0.96,0.0490741126366464,0.9561229549588244,0.0,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.6099999999999999,-0.006396466277108686
bxaic__indole__gin__seed42,bxaic,indole,gin,42,gradinput,0.1,0.93,0.0921752491527803,0.9462280636892684,0.93,0.0921752491527803,0.90726752777742,0.0,True,False,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.6300000000000001,-0.03743403225556971
bxaic__indole__gin__seed42,bxaic,indole,gin,42,gradinput,0.2,0.85,0.2060787146940368,0.8652452057581679,0.85,0.2060787146940368,0.8060574077896909,0.0,False,False,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.61,-0.07762921499763356
bxaic__indole__gin__seed42,bxaic,indole,gin,42,ig,0.05,0.79,0.0491426383278034,0.8060574077896909,0.78,0.0522919472093809,0.9561229549588244,0.01,True,False,0.35000000000000003,0.045435480729598375,0.04594107634361888,1887,0.042590375244679526,0.3678004329265347,0.36585365853658536,0.7870305160247706,0.7444401407800911,1847,0.44,0.27407468006241337
bxaic__indole__gin__seed42,bxaic,indole,gin,42,ig,0.1,0.67,0.0980146445224951,0.6886269315023926,0.67,0.0980146445224951,0.90726752777742,0.0,True,True,0.3,0.09402434108316463,0.09450420107199857,1887,0.08899237155192759,0.3145430447201606,0.3125,0.8595613870904957,0.770569015538568,1847,0.37000000000000005,0.3907133461356178
bxaic__indole__gin__seed42,bxaic,indole,gin,42,ig,0.2,0.47,0.198500185871599,0.4859745523486496,0.47,0.198500185871599,0.8060574077896909,0.0,True,True,0.24,0.19332703744468455,0.19375430066637703,1887,0.1848683165277643,0.2551492400011478,0.25,0.9228694858969221,0.7380011693691578,1847,0.22999999999999998,0.5936807877877776
bxaic__P__gcn__seed123,bxaic,P,gcn,123,gradinput,0.05,0.04,0.0423878015155905,0.0560134724761788,0.04,0.0423878015155905,0.9569520123848,0.0,True,True,0.04,0.0341657819901172,0.035633615148186935,657,0.04238780151559057,0.0560134724761788,0.05405405405405406,0.7105022850712506,0.6681144835556599,638,0.0,1.0
bxaic__P__gcn__seed123,bxaic,P,gcn,123,gradinput,0.1,0.02,0.1097649062474804,0.0365457382575857,0.02,0.1097649062474804,0.9155993798160156,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,0.0,1.0
bxaic__P__gcn__seed123,bxaic,P,gcn,123,gradinput,0.2,0.01,0.1261095019369959,0.0347549874610954,0.01,0.1261095019369959,0.8074985489100943,0.0,True,True,0.01,0.11390814247381531,0.11525478663418944,657,0.12610950193699597,0.03475498746109547,0.03125,0.9929467084639498,0.8668372065269538,638,0.0,1.0
bxaic__P__gcn__seed123,bxaic,P,gcn,123,ig,0.05,0.04,0.0423878015155905,0.0560134724761788,0.04,0.0423878015155905,0.9569520123848,0.0,True,True,0.04,0.0341657819901172,0.035633615148186935,657,0.04238780151559057,0.0560134724761788,0.05405405405405406,0.7105022850712506,0.6681144835556599,638,0.0,1.0
bxaic__P__gcn__seed123,bxaic,P,gcn,123,ig,0.1,0.02,0.1097649062474804,0.0365457382575857,0.02,0.1097649062474804,0.9155993798160156,0.0,False,True,0.02,0.09194353263652216,0.09332355766291041,657,0.10976490624748046,0.03654573825758572,0.03333333333333333,0.9612068965517241,0.8514419903042437,638,0.0,1.0
bxaic__P__gcn__seed123,bxaic,P,gcn,123,ig,0.2,0.01,0.1261095019369959,0.0347549874610954,0.01,0.1261095019369959,0.8074985489100943,0.0,True,True,0.01,0.11390814247381531,0.11525478663418944,657,0.12610950193699597,0.03475498746109547,0.03125,0.9929467084639498,0.8668372065269538,638,0.0,1.0
