cell_id,family,task,model,seed,explainer,predictor_competence_pass,test_auroc,n_calibration_rationale,n_test_rationale,fraction_grid,test_risk,mean_atom_fraction,precision,iou,random_test_risk,random_mean_atom_fraction,atom_fraction_saving_vs_random,fixed20_risk,fixed50_risk,risk_pass,efficiency_pass
google__logic10__gcn__seed2026,google,logic10,gcn,2026,ig,True,0.9004417402900483,192,112,0.89,0.09170814304742876,0.9140376849550449,0.49272921591392105,0.4706043278588793,0.08672978806907375,0.9140376849550449,0.0,0.7985299298915371,0.3864445822035108,True,False
google__logic10__gcn__seed42,google,logic10,gcn,42,gradinput,True,0.864508668111352,192,112,0.73,0.07869121206174776,0.7549440500024239,0.6029725607501619,0.5747828558410851,0.10380709320441461,0.9043177969998629,0.149373746997439,0.6954360000118928,0.24049001593644448,True,True
google__logic10__gcn__seed42,google,logic10,gcn,42,ig,True,0.864508668111352,192,112,0.63,0.10448532122639266,0.6531162069280754,0.6747960744612531,0.6267632635804904,0.10380709320441461,0.9043177969998629,0.25120159007178755,0.759926345975453,0.24893744648208932,False,True
google__logic10__gin__seed123,google,logic10,gin,123,gradinput,True,0.9443344724120687,192,112,0.93,0.07653243334046904,0.9549678417887855,0.47920795688616774,0.4612433736506477,0.09316189762618332,0.9043177969998629,-0.050650044788922544,0.8949684987631417,0.6860614459944817,True,False
google__logic10__gin__seed123,google,logic10,gin,123,ig,True,0.9443344724120687,192,112,0.74,0.10408936301793445,0.7666308757624763,0.577523413518272,0.5412322807374085,0.09316189762618332,0.9043177969998629,0.13768692123738657,0.7621928294919368,0.35947608938680364,False,True
google__logic10__gin__seed2026,google,logic10,gin,2026,gradinput,True,0.9637022837139524,192,112,0.91,0.09561584249084246,0.9336198180475164,0.48067597042097315,0.4593566320759073,0.08672978806907375,0.9140376849550449,-0.019582133092471476,0.8586457069715998,0.6550857624518338,True,False
google__logic10__gin__seed2026,google,logic10,gin,2026,ig,True,0.9637022837139524,192,112,0.86,0.09747696499928642,0.883717529966172,0.5056245319330653,0.47962754662014806,0.08672978806907375,0.9140376849550449,0.03032015498887286,0.7770523003781934,0.39693030184101613,True,False
google__logic10__gin__seed42,google,logic10,gin,42,gradinput,True,0.9550966827804634,192,112,0.92,0.08134116627420197,0.9476758480682204,0.4811269323266077,0.46234073288719774,0.10380709320441461,0.9043177969998629,-0.04335805106835744,0.9346668956043958,0.7176898250558965,True,False
google__logic10__gin__seed42,google,logic10,gin,42,ig,True,0.9550966827804634,192,112,0.87,0.09142483260786831,0.8955752374760533,0.5021744865287545,0.4778516872335979,0.10380709320441461,0.9043177969998629,0.008742559523809645,0.8105648815470244,0.5105226618619475,True,False
google__logic7__gcn__seed123,google,logic7,gcn,123,gradinput,True,0.9700479813890369,66,47,0.81,0.03652482269503545,0.833329619256579,0.2258508643644669,0.22362315452047182,0.050354609929078004,0.9390069354229216,0.10567731616634257,0.40952380952380946,0.202532928064843,True,False
google__logic7__gcn__seed123,google,logic7,gcn,123,ig,True,0.9700479813890369,66,47,0.72,0.0576241134751773,0.7399967108726914,0.2502119091449504,0.24690103918580303,0.050354609929078004,0.9390069354229216,0.1990102245502302,0.4960739614994934,0.1356889564336373,True,True
google__logic7__gcn__seed2026,google,logic7,gcn,2026,gradinput,True,0.9699995153395046,66,47,0.93,0.08138297872340425,0.9546910462550436,0.19010732547175402,0.18747940619355968,0.07641843971631204,0.8983233285789827,-0.05636771767606097,0.4208713272543059,0.23338399189463022,True,False
google__logic7__gcn__seed2026,google,logic7,gcn,2026,ig,True,0.9699995153395046,66,47,0.6,0.05997973657548126,0.6218405892071917,0.2963698240293985,0.2912789859285479,0.07641843971631204,0.8983233285789827,0.276482739371791,0.5380952380952381,0.1360435663627153,True,True
google__logic7__gcn__seed42,google,logic7,gcn,42,gradinput,True,0.9671400184170988,66,47,0.71,0.05514184397163121,0.7323979266781626,0.252701618017638,0.24913426823050694,0.0973404255319149,0.8983233285789827,0.16592540190082006,0.3055724417426545,0.15075987841945288,True,True
google__logic7__gcn__seed42,google,logic7,gcn,42,ig,True,0.9671400184170988,66,47,0.56,0.06793313069908814,0.584373580750989,0.31179942988453635,0.3044657174976324,0.0973404255319149,0.8983233285789827,0.3139497478279937,0.36144883485309015,0.10412867274569403,True,True
google__logic7__gin__seed123,google,logic7,gin,123,gradinput,True,0.9707265060824892,66,47,0.96,0.016666666666666663,0.9948936170212765,0.1942988695551252,0.19369603267569258,0.050354609929078004,0.9390069354229216,-0.05588668159835497,0.8187943262411348,0.5540526849037487,True,False
google__logic7__gin__seed123,google,logic7,gin,123,ig,True,0.9707265060824892,66,47,0.67,0.06223404255319149,0.6931680002888293,0.26634526820697035,0.26253782026623085,0.050354609929078004,0.9390069354229216,0.24583893513409227,0.22505065856129686,0.12039007092198581,True,True
google__logic7__gin__seed2026,google,logic7,gin,2026,gradinput,True,0.9703145446614646,66,47,0.89,0.10676291793313071,0.9117734745948357,0.1949044262389677,0.19177757594471276,0.07641843971631204,0.8983233285789827,-0.013450146015853037,0.6508358662613982,0.4284701114488349,False,False
google__logic7__gin__seed2026,google,logic7,gin,2026,ig,True,0.9703145446614646,66,47,0.92,0.09609929078014186,0.9480649064374145,0.19053034585984094,0.18827945343604213,0.07641843971631204,0.8983233285789827,-0.04974157785843181,0.4118034447821681,0.28302938196555216,True,False
google__logic7__gin__seed42,google,logic7,gin,42,gradinput,True,0.9656375708815974,66,47,0.93,0.07272036474164133,0.9546910462550436,0.19098433666511466,0.18842202529364394,0.0973404255319149,0.8983233285789827,-0.05636771767606097,0.9517730496453899,0.6971631205673758,True,False
google__logic7__gin__seed42,google,logic7,gin,42,ig,True,0.9656375708815974,66,47,0.74,0.09169199594731509,0.7666275550759587,0.23265232652130752,0.22786325566857152,0.0973404255319149,0.8983233285789827,0.13169577350302397,0.4981509625126647,0.17114994934143868,True,True
google__logic8__gcn__seed123,google,logic8,gcn,123,gradinput,True,0.7622837933894089,269,184,0.88,0.0950292913608131,0.9024191886597204,0.30675972094883625,0.2981807843754581,0.10057033847794718,0.9024191886597204,0.0,0.5644392292490118,0.330727500156848,True,False
google__logic8__gcn__seed123,google,logic8,gcn,123,ig,True,0.7622837933894089,269,184,0.84,0.08462811343246124,0.8602399673880892,0.3234493928423546,0.3137801346905504,0.10057033847794718,0.9024191886597204,0.042179221271631206,0.620212803500847,0.2763690868310434,True,False
google__logic8__gcn__seed2026,google,logic8,gcn,2026,gradinput,True,0.7670225684160645,269,184,0.89,0.08178112648221343,0.9154662190660858,0.3058428315912298,0.2981185568666109,0.10387826243804504,0.9024191886597204,-0.013047030406365456,0.5914298262124349,0.2905665741263567,True,False
google__logic8__gcn__seed2026,google,logic8,gcn,2026,ig,True,0.7670225684160645,269,184,0.91,0.0917946938327373,0.9329327485320431,0.2983701742230031,0.2908402062775292,0.10387826243804504,0.9024191886597204,-0.030513559872322737,0.6525366240040154,0.3981629179998745,True,False
google__logic8__gcn__seed42,google,logic8,gcn,42,gradinput,True,0.773693875133278,269,184,0.91,0.08121980676328501,0.9329327485320431,0.3017496749071508,0.29531736077870824,0.08330804159608507,0.9154662190660858,-0.01746652946595728,0.5892688531275487,0.29880893562958777,True,False
google__logic8__gcn__seed42,google,logic8,gcn,42,ig,True,0.773693875133278,269,184,0.96,0.027254101574753747,0.991304347826087,0.3006255786403412,0.2989498540026601,0.08330804159608507,0.9154662190660858,-0.07583812876000118,0.6409592822636301,0.40758007089528825,True,False
google__logic8__gin__seed123,google,logic8,gin,123,gradinput,True,0.9480289657623504,269,184,0.9500000000000001,0.08280985319028797,0.9635620995261828,0.29160675860520435,0.28504461810831855,0.10057033847794718,0.9024191886597204,-0.0611429108664624,0.8748974606311563,0.669110946420729,True,False
google__logic8__gin__seed123,google,logic8,gin,123,ig,True,0.9480289657623504,269,184,0.85,0.09399644739318651,0.8710699269022593,0.3171126144499075,0.30738270293587805,0.10057033847794718,0.9024191886597204,0.03134926175746111,0.5852276648472301,0.37319409153648275,True,False
google__logic8__gin__seed2026,google,logic8,gin,2026,gradinput,True,0.9461852861035422,269,184,0.93,0.0625782279314888,0.9552677229464129,0.2993921829174449,0.29347566521994223,0.10387826243804504,0.9024191886597204,-0.05284853428669256,0.780268327686806,0.5514122200263505,True,False
google__logic8__gin__seed2026,google,logic8,gin,2026,ig,True,0.9461852861035422,269,184,0.76,0.08729825428194993,0.7782340988395715,0.35633984641127253,0.3441797757999467,0.10387826243804504,0.9024191886597204,0.12418508982014886,0.5627201753560449,0.23322608852500154,True,True
google__logic8__gin__seed42,google,logic8,gin,42,gradinput,True,0.9017888875725626,269,184,0.91,0.07647162619988707,0.9329327485320431,0.30242159844934774,0.2957819818793321,0.08330804159608507,0.9154662190660858,-0.01746652946595728,0.8327904432523998,0.5025754438797917,True,False
google__logic8__gin__seed42,google,logic8,gin,42,ig,True,0.9017888875725626,269,184,0.86,0.09056520170650605,0.8816677529892157,0.31495756691484583,0.3060177022898028,0.08330804159608507,0.9154662190660858,0.03379846607687009,0.6873556998556999,0.43044027228809845,True,False
