cell_id,family,task,model,seed,method,n_calibration,n_test,risk,atom_fraction,precision,iou,selected_grid_fraction,risk_pass,efficiency_pass
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,100,100,0.09852925599985836,0.7539069755711459,0.32477614360712265,0.3135815120730259,0.74,True,True
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gnnexplainer,100,100,0.09521653316535802,0.7826963069354224,0.3136097457747071,0.30271196262213457,0.77,True,True
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,100,100,0.09038401421726006,0.9326148587914482,0.2665219442260278,0.2593714971074841,0.92,True,False
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,100,100,0.08432407950732039,0.9504446873113713,0.2651929593773081,0.2590259551327196,0.9400000000000001,True,False
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,100,100,0.10630495113998575,0.7591510043649586,0.3222747598499649,0.3111797597640842,0.75,False,True
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,100,100,0.07958069455544146,0.7715766970717644,0.3273216183981426,0.31909839424279296,0.76,True,True
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gnnexplainer,100,100,0.08125767409449676,0.9220566775769332,0.27419622068702154,0.26800629539322957,0.91,True,False
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,100,100,0.07658014271776743,0.9326148587914482,0.2720108815277131,0.26621800132265405,0.92,True,False
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,100,100,0.05679835400946238,0.9421143220321102,0.27468561307094846,0.27033900766273533,0.93,True,False
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,100,100,0.11193065422558292,0.7426523525115232,0.3265662735528887,0.3139437170352753,0.73,False,True
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,100,100,0.06535004584486576,0.9028389865485758,0.2842490895260039,0.27924003710431344,0.89,True,False
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gnnexplainer,100,100,0.059378802475697226,0.9220566775769332,0.2773442309830512,0.27150179805404656,0.91,True,False
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,100,100,0.05924620557211873,0.9620748095877457,0.2685528830005338,0.26418470323979554,0.9500000000000001,True,False
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,100,100,0.09265190782271979,0.9504446873113713,0.2625428866846022,0.2559110769292655,0.9400000000000001,True,False
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,100,100,0.09842081383785746,0.7539069755711459,0.32603568553674783,0.31444442682762175,0.74,True,True
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,100,100,0.06668997916173466,0.8103590330526649,0.3148178741849246,0.30743616959942005,0.8,True,False
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gnnexplainer,100,100,0.09278820948141271,0.9112922978305771,0.2733929701733156,0.266086989694723,0.9,True,False
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,100,100,0.05433333333333334,0.19823162591653667,0.27671645837822306,0.2682283631401279,0.18,True,True
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gnnexplainer,100,100,0.07333333333333333,0.9492056616949962,0.06124282229055222,0.0611145571803223,0.93,True,False
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,100,100,0.034333333333333334,0.22900064496800332,0.24873316498316494,0.24299110149110145,0.21,True,True
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gnnexplainer,100,100,0.05333333333333334,0.9373067141391409,0.06403928415686008,0.06400544105054959,0.92,True,False
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,100,100,0.057999999999999996,0.238986715889473,0.22727371000646862,0.22255942429218287,0.22,True,True
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gnnexplainer,100,100,0.10333333333333333,0.9492056616949962,0.0610625499855648,0.060997469305183516,0.93,False,False
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,100,100,0.05433333333333334,0.07912975034767791,0.6753333333333333,0.631,0.06,True,True
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,100,100,0.063,0.27751511015259767,0.1933259293166414,0.1896159726066847,0.26,True,True
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gin__seed123,bxaic,X,gin,123,gnnexplainer,100,100,0.07166666666666667,0.9373067141391409,0.06122229752454165,0.061021547584660114,0.92,True,False
bxaic__X__gin__seed2026,bxaic,X,gin,2026,gradinput,100,100,0.05266666666666667,0.07912975034767791,0.682,0.631,0.06,True,True
bxaic__X__gin__seed2026,bxaic,X,gin,2026,ig,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,100,100,0.035666666666666666,0.28743515517825036,0.19889166564429722,0.1943606411132727,0.27,True,True
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gin__seed2026,bxaic,X,gin,2026,gnnexplainer,100,100,0.07416666666666666,0.9160955092667656,0.0637770367570244,0.06358842258471599,0.9,True,False
bxaic__X__gin__seed42,bxaic,X,gin,42,gradinput,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gin__seed42,bxaic,X,gin,42,ig,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gin__seed42,bxaic,X,gin,42,saliency,100,100,0.08,0.2976531465696942,0.17662707614023404,0.172595330108488,0.28,True,True
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,100,100,0.04933333333333333,0.07912975034767791,0.6853333333333333,0.636,0.06,True,True
bxaic__X__gin__seed42,bxaic,X,gin,42,gnnexplainer,100,100,0.06583333333333334,0.9160955092667656,0.06289563845127077,0.06260370369493509,0.9,True,False
google__benzene__gcn__seed123,google,benzene,gcn,123,gradinput,100,100,0.09674999999999999,0.48809834176233424,0.6579249639249639,0.6046768656180421,0.46,True,True
google__benzene__gcn__seed123,google,benzene,gcn,123,ig,100,100,0.10404166666666664,0.5707883080463307,0.5609442224442225,0.5183813294548589,0.55,False,True
google__benzene__gcn__seed123,google,benzene,gcn,123,saliency,100,100,0.09345833333333331,0.5035016582376657,0.6420378787878788,0.5921555119716885,0.48,True,True
google__benzene__gcn__seed123,google,benzene,gcn,123,atom_occlusion,100,100,0.10141666666666667,0.48809834176233424,0.6539956709956711,0.5987895862307627,0.46,False,True
google__benzene__gcn__seed123,google,benzene,gcn,123,gnnexplainer,100,100,0.10758333333333335,0.5707883080463307,0.5612314907314907,0.520457566942861,0.55,False,True
google__benzene__gcn__seed2026,google,benzene,gcn,2026,gradinput,100,100,0.11025,0.5119016582376656,0.6207548562548562,0.5697457828119592,0.49,False,True
google__benzene__gcn__seed2026,google,benzene,gcn,2026,ig,100,100,0.10716666666666667,0.5340683249043324,0.5967194472194473,0.5505021873551286,0.51,False,True
google__benzene__gcn__seed2026,google,benzene,gcn,2026,saliency,100,100,0.11183333333333331,0.46968167509566755,0.6713589466089465,0.608094807969808,0.45,False,True
google__benzene__gcn__seed2026,google,benzene,gcn,2026,atom_occlusion,100,100,0.11845833333333333,0.45961500842900094,0.6789130591630592,0.6114789622142563,0.44,False,True
google__benzene__gcn__seed2026,google,benzene,gcn,2026,gnnexplainer,100,100,0.08612500000000001,0.9320611762782918,0.36086476581479277,0.3487939053438447,0.91,True,False
google__benzene__gcn__seed42,google,benzene,gcn,42,gradinput,100,100,0.09949999999999998,0.5119016582376656,0.6302544677544677,0.5800505442270149,0.49,True,True
google__benzene__gcn__seed42,google,benzene,gcn,42,ig,100,100,0.11070833333333335,0.48876500842900095,0.6475075757575756,0.5927291213688273,0.47000000000000003,False,True
google__benzene__gcn__seed42,google,benzene,gcn,42,saliency,100,100,0.12024999999999998,0.4348783586203359,0.7160443722943722,0.6382264818514818,0.41000000000000003,False,True
google__benzene__gcn__seed42,google,benzene,gcn,42,atom_occlusion,100,100,0.102625,0.4527128345159573,0.7012619047619046,0.6360632284382285,0.43,False,True
google__benzene__gcn__seed42,google,benzene,gcn,42,gnnexplainer,100,100,0.064,0.9464633501913353,0.36410735066858035,0.35493115966794453,0.92,True,False
google__benzene__gin__seed123,google,benzene,gin,123,gradinput,100,100,0.02145833333333333,0.9915999999999999,0.36462519139824295,0.3626251913982429,0.96,True,False
google__benzene__gin__seed123,google,benzene,gin,123,ig,100,100,0.067375,0.5572049747129975,0.6000099900099901,0.5645483038203626,0.53,True,True
google__benzene__gin__seed123,google,benzene,gin,123,saliency,100,100,0.11937500000000002,0.4527128345159573,0.6900945165945164,0.6190042914601738,0.43,False,True
google__benzene__gin__seed123,google,benzene,gin,123,atom_occlusion,100,100,0.10112499999999999,0.3945404704215782,0.794063492063492,0.7015166361416361,0.37,False,True
google__benzene__gin__seed123,google,benzene,gin,123,gnnexplainer,100,100,0.08925,0.7540194790044165,0.44317202074671114,0.42633059952453883,0.73,True,True
google__benzene__gin__seed2026,google,benzene,gin,2026,gradinput,100,100,0.06441666666666666,0.8428712099942952,0.4039268556950445,0.3904012929215682,0.8200000000000001,True,False
google__benzene__gin__seed2026,google,benzene,gin,2026,ig,100,100,0.070875,0.836621209994295,0.40068035426046256,0.3830810252922919,0.81,True,False
google__benzene__gin__seed2026,google,benzene,gin,2026,saliency,100,100,0.10541666666666667,0.6160916245216622,0.5242463647463648,0.4902099369498752,0.6,False,True
google__benzene__gin__seed2026,google,benzene,gin,2026,atom_occlusion,100,100,0.09058333333333332,0.48809834176233424,0.6544426406926407,0.6021737346760566,0.46,True,True
google__benzene__gin__seed2026,google,benzene,gin,2026,gnnexplainer,100,100,0.0915,0.9320611762782918,0.3617803373863241,0.35101288158977617,0.91,True,False
google__benzene__gin__seed42,google,benzene,gin,42,gradinput,100,100,0.08399999999999999,0.8595282858681227,0.3877865954135303,0.37240452483607683,0.84,True,False
google__benzene__gin__seed42,google,benzene,gin,42,ig,100,100,0.09995833333333333,0.7540194790044165,0.43285232612244995,0.41097075499320085,0.73,True,True
google__benzene__gin__seed42,google,benzene,gin,42,saliency,100,100,0.11574999999999999,0.4348783586203359,0.7206168831168831,0.6413867521367521,0.41000000000000003,False,True
google__benzene__gin__seed42,google,benzene,gin,42,atom_occlusion,100,100,0.11262499999999998,0.40965951804062584,0.7516309523809522,0.6641441197691198,0.39,False,True
google__benzene__gin__seed42,google,benzene,gin,42,gnnexplainer,100,100,0.12179166666666667,0.7800488458999161,0.413139129875972,0.38982696273529494,0.76,False,True
google__logic10__gcn__seed123,google,logic10,gcn,123,gradinput,100,100,0.08469505494505493,0.8357920867092252,0.5438576754772576,0.5184488892917853,0.81,True,False
google__logic10__gcn__seed123,google,logic10,gcn,123,ig,100,100,0.10169938394938394,0.6975987146104221,0.637870167414285,0.5965987955972476,0.67,False,True
google__logic10__gcn__seed123,google,logic10,gcn,123,saliency,100,100,0.07542948717948716,0.9044864034460179,0.5077391388711049,0.4883596366298783,0.88,True,False
google__logic10__gcn__seed123,google,logic10,gcn,123,atom_occlusion,100,100,0.10777355977355976,0.643859361388376,0.6826481157731159,0.6294499639507379,0.62,False,True
google__logic10__gcn__seed123,google,logic10,gcn,123,gnnexplainer,100,100,0.09261813186813185,0.8618066279011964,0.522412720750182,0.4966658882856722,0.84,True,False
google__logic10__gcn__seed2026,google,logic10,gcn,2026,gradinput,100,100,0.09534569597069595,0.8212063724235112,0.5475674216564309,0.5199800524123279,0.8,True,False
google__logic10__gcn__seed2026,google,logic10,gcn,2026,ig,100,100,0.09117465867465865,0.914384442661704,0.49463016394435494,0.4725423092761025,0.89,True,False
google__logic10__gcn__seed2026,google,logic10,gcn,2026,saliency,100,100,0.07658653846153846,0.8835699014697331,0.5189204571228565,0.49942987763608643,0.86,True,False
google__logic10__gcn__seed2026,google,logic10,gcn,2026,atom_occlusion,100,100,0.10837612387612387,0.6035956443722295,0.7268212065712066,0.6686967827923711,0.58,False,True
google__logic10__gcn__seed2026,google,logic10,gcn,2026,gnnexplainer,100,100,0.09400961538461539,0.8723556157554475,0.5163310236375253,0.49333328652248426,0.85,True,False
google__logic10__gcn__seed42,google,logic10,gcn,42,gradinput,100,100,0.07536492673992673,0.7556310748254751,0.606455790511518,0.5789373838665633,0.73,True,True
google__logic10__gcn__seed42,google,logic10,gcn,42,ig,100,100,0.10325432900432899,0.6532343613883762,0.6779913003663003,0.6300066102198455,0.63,False,True
google__logic10__gcn__seed42,google,logic10,gcn,42,saliency,100,100,0.07625799200799199,0.9338352287177534,0.49252283721572987,0.47520169149511593,0.91,True,False
google__logic10__gcn__seed42,google,logic10,gcn,42,atom_occlusion,100,100,0.0977094572094572,0.6532343613883762,0.6802899322899324,0.6332152305039302,0.63,True,True
google__logic10__gcn__seed42,google,logic10,gcn,42,gnnexplainer,100,100,0.08421632534132532,0.8618066279011964,0.5266128394739076,0.5023495770543154,0.84,True,False
google__logic10__gin__seed123,google,logic10,gin,123,gradinput,100,100,0.07394709457209454,0.9551892182065255,0.4820612318706105,0.4645368884323824,0.93,True,False
google__logic10__gin__seed123,google,logic10,gin,123,ig,100,100,0.10604162504162502,0.7659285576630037,0.5791438682146887,0.5421345747905345,0.74,False,True
google__logic10__gin__seed123,google,logic10,gin,123,saliency,100,100,0.10158491508491506,0.8723556157554475,0.5121211428750128,0.48613994866801435,0.85,False,False
google__logic10__gin__seed123,google,logic10,gin,123,atom_occlusion,100,100,0.08077401764901762,0.6347018522308668,0.7140289571539572,0.6686157208804266,0.61,True,True
google__logic10__gin__seed123,google,logic10,gin,123,gnnexplainer,100,100,0.07157209457209456,0.9338352287177534,0.49409006808838546,0.476935315527266,0.91,True,False
google__logic10__gin__seed2026,google,logic10,gin,2026,gradinput,100,100,0.07015705128205126,0.9474221852394925,0.48811385486195347,0.4711940419226157,0.92,True,False
google__logic10__gin__seed2026,google,logic10,gin,2026,ig,100,100,0.08763573926073923,0.8951114034460178,0.506210556943916,0.48262316371465985,0.87,True,False
google__logic10__gin__seed2026,google,logic10,gin,2026,saliency,100,100,0.08212728937728936,0.8357920867092252,0.5452912624870829,0.5209069519848393,0.81,True,False
google__logic10__gin__seed2026,google,logic10,gin,2026,atom_occlusion,100,100,0.09464855977355975,0.6183148957091278,0.7193698246198246,0.6682054095715085,0.6,True,True
google__logic10__gin__seed2026,google,logic10,gin,2026,gnnexplainer,100,100,0.07255128205128203,0.9338352287177534,0.4940521270543817,0.47707157183874443,0.91,True,False
google__logic10__gin__seed42,google,logic10,gin,42,gradinput,100,100,0.08233287545787543,0.9474221852394925,0.4827035673678559,0.46375328255597476,0.92,True,False
google__logic10__gin__seed42,google,logic10,gin,42,ig,100,100,0.09085735098235097,0.8951114034460178,0.5046100057493246,0.4803307944635343,0.87,True,False
google__logic10__gin__seed42,google,logic10,gin,42,saliency,100,100,0.09361330336330335,0.7659285576630037,0.586474198402217,0.5530667700462591,0.74,True,True
google__logic10__gin__seed42,google,logic10,gin,42,atom_occlusion,100,100,0.09837087912087909,0.7363289103233106,0.6058007792860735,0.5680435993744818,0.71,True,True
google__logic10__gin__seed42,google,logic10,gin,42,gnnexplainer,100,100,0.10151394438894437,0.9185949689774937,0.4871941471728792,0.4636651469270025,0.9,False,False
google__logic7__gcn__seed123,google,logic7,gcn,123,gradinput,66,47,0.03652482269503546,0.833329619256579,0.22585086436446689,0.22362315452047182,0.81,True,False
google__logic7__gcn__seed123,google,logic7,gcn,123,ig,66,47,0.057624113475177305,0.7399967108726913,0.25021190914495045,0.24690103918580306,0.72,True,True
google__logic7__gcn__seed123,google,logic7,gcn,123,saliency,66,47,0.028014184397163116,0.9948936170212767,0.19252581990973514,0.19171021707285574,0.96,True,False
google__logic7__gcn__seed123,google,logic7,gcn,123,atom_occlusion,66,47,0.06957953394123606,0.32899563852469804,0.5464285714285714,0.5214070799177182,0.31,True,True
google__logic7__gcn__seed123,google,logic7,gcn,123,gnnexplainer,66,47,0.054255319148936165,0.9480649064374145,0.19741388656623082,0.1958840707307039,0.92,True,False
google__logic7__gcn__seed2026,google,logic7,gcn,2026,gradinput,66,47,0.08138297872340425,0.9546910462550436,0.1901073254717541,0.18747940619355974,0.93,True,False
google__logic7__gcn__seed2026,google,logic7,gcn,2026,ig,66,47,0.05997973657548126,0.6218405892071918,0.2963698240293985,0.29127898592854784,0.6,True,True
google__logic7__gcn__seed2026,google,logic7,gcn,2026,saliency,66,47,0.016666666666666663,0.9948936170212767,0.1942988695551252,0.1936960326756926,0.96,True,False
google__logic7__gcn__seed2026,google,logic7,gcn,2026,atom_occlusion,66,47,0.054305977710233024,0.39782984641081,0.4638129010469436,0.44947192287617826,0.37,True,True
google__logic7__gcn__seed2026,google,logic7,gcn,2026,gnnexplainer,66,47,0.042198581560283686,0.9390069354229216,0.2003092406130528,0.19864205545227007,0.91,True,False
google__logic7__gcn__seed42,google,logic7,gcn,42,gradinput,66,47,0.05514184397163121,0.7323979266781624,0.252701618017638,0.24913426823050694,0.71,True,True
google__logic7__gcn__seed42,google,logic7,gcn,42,ig,66,47,0.06793313069908816,0.584373580750989,0.31179942988453624,0.30446571749763235,0.56,True,True
google__logic7__gcn__seed42,google,logic7,gcn,42,saliency,66,47,0.028014184397163116,0.9948936170212767,0.19252581990973514,0.19171021707285574,0.96,True,False
google__logic7__gcn__seed42,google,logic7,gcn,42,atom_occlusion,66,47,0.0626646403242148,0.28818596489492326,0.6278115501519757,0.6017170182063799,0.27,True,True
google__logic7__gcn__seed42,google,logic7,gcn,42,gnnexplainer,66,47,0.12839412360688957,0.9117734745948357,0.18949447476023887,0.18556323892033857,0.89,False,False
google__logic7__gin__seed123,google,logic7,gin,123,gradinput,66,47,0.016666666666666663,0.9948936170212767,0.1942988695551252,0.1936960326756926,0.96,True,False
google__logic7__gin__seed123,google,logic7,gin,123,ig,66,47,0.062234042553191496,0.6931680002888294,0.26634526820697035,0.2625378202662308,0.67,True,True
google__logic7__gin__seed123,google,logic7,gin,123,saliency,66,47,0.06524822695035461,0.9573506207231287,0.19309272659545304,0.19132826912203582,0.9400000000000001,True,False
google__logic7__gin__seed123,google,logic7,gin,123,atom_occlusion,66,47,0.08282674772036475,0.7178330720591641,0.24761432941971118,0.2432986931241328,0.6900000000000001,True,True
google__logic7__gin__seed123,google,logic7,gin,123,gnnexplainer,66,47,0.10035460992907799,0.8801583298404414,0.20191497857988863,0.1981800245953735,0.86,False,False
google__logic7__gin__seed2026,google,logic7,gin,2026,gradinput,66,47,0.10676291793313068,0.9117734745948357,0.19490442623896767,0.19177757594471273,0.89,False,False
google__logic7__gin__seed2026,google,logic7,gin,2026,ig,66,47,0.09609929078014184,0.9480649064374145,0.19053034585984088,0.18827945343604213,0.92,True,False
google__logic7__gin__seed2026,google,logic7,gin,2026,saliency,66,47,0.09822695035460995,0.9480649064374145,0.19102909873395288,0.1889031604475394,0.92,True,False
google__logic7__gin__seed2026,google,logic7,gin,2026,atom_occlusion,66,47,0.08865248226950355,0.9054155271605429,0.20028283568234817,0.1980347331606628,0.88,True,False
google__logic7__gin__seed2026,google,logic7,gin,2026,gnnexplainer,66,47,0.08936170212765956,0.7779750728064552,0.22968069137458505,0.22591764037073964,0.76,True,True
google__logic7__gin__seed42,google,logic7,gin,42,gradinput,66,47,0.07272036474164134,0.9546910462550436,0.19098433666511466,0.18842202529364394,0.93,True,False
google__logic7__gin__seed42,google,logic7,gin,42,ig,66,47,0.09169199594731509,0.7666275550759587,0.2326523265213075,0.22786325566857152,0.74,True,True
google__logic7__gin__seed42,google,logic7,gin,42,saliency,66,47,0.014184397163120567,0.9948936170212767,0.1951853943778203,0.19475986246292665,0.96,True,False
google__logic7__gin__seed42,google,logic7,gin,42,atom_occlusion,66,47,0.07963525835866261,0.9117734745948357,0.19766182684876812,0.19445178249776668,0.89,True,False
google__logic7__gin__seed42,google,logic7,gin,42,gnnexplainer,66,47,0.06724924012158055,0.9117734745948357,0.2003330034961393,0.19764313800623484,0.89,True,False
google__logic8__gcn__seed123,google,logic8,gcn,123,gradinput,100,100,0.07530194805194805,0.9155570044693347,0.3109559163204842,0.3038893625260935,0.89,True,False
google__logic8__gcn__seed123,google,logic8,gcn,123,ig,100,100,0.059876984126984126,0.8944200763647592,0.3223554234293398,0.3158731098361263,0.87,True,False
google__logic8__gcn__seed123,google,logic8,gcn,123,saliency,100,100,0.11609668109668109,0.7244331221111338,0.37084297891650825,0.35495782738932896,0.7000000000000001,False,True
google__logic8__gcn__seed123,google,logic8,gcn,123,atom_occlusion,100,100,0.11920815295815296,0.5875354769144646,0.4515907148407149,0.4248921854289501,0.56,False,True
google__logic8__gcn__seed123,google,logic8,gcn,123,gnnexplainer,100,100,0.08521897546897547,0.8802316705676578,0.31911058420423744,0.31023718698218966,0.86,True,False
google__logic8__gcn__seed2026,google,logic8,gcn,2026,gradinput,100,100,0.06868290043290043,0.9155570044693347,0.3116936034381854,0.3043708773260361,0.89,True,False
google__logic8__gcn__seed2026,google,logic8,gcn,2026,ig,100,100,0.07240909090909092,0.945667089464431,0.3023799370209217,0.2956947324377362,0.92,True,False
google__logic8__gcn__seed2026,google,logic8,gcn,2026,saliency,100,100,0.11943398268398267,0.6981895206325212,0.38254951992451985,0.36648232838712713,0.67,False,True
google__logic8__gcn__seed2026,google,logic8,gcn,2026,atom_occlusion,100,100,0.09677164502164501,0.6802649174579181,0.4043756105006105,0.38799997989626467,0.66,True,True
google__logic8__gcn__seed2026,google,logic8,gcn,2026,gnnexplainer,100,100,0.09409992784992785,0.8369654266987555,0.33213121596325934,0.3210561904947926,0.81,True,False
google__logic8__gcn__seed42,google,logic8,gcn,42,gradinput,100,100,0.0796468253968254,0.9303953503339963,0.30467524302211,0.2977717645223265,0.91,True,False
google__logic8__gcn__seed42,google,logic8,gcn,42,ig,100,100,0.024583333333333336,0.9915999999999998,0.3035266324102305,0.30197663241023043,0.96,True,False
google__logic8__gcn__seed42,google,logic8,gcn,42,saliency,100,100,0.12324747474747473,0.6369986735890155,0.4166507659007659,0.39523365733853344,0.61,False,True
google__logic8__gcn__seed42,google,logic8,gcn,42,atom_occlusion,100,100,0.10199350649350648,0.6442758408661828,0.42176895326895325,0.4020529555583735,0.62,False,True
google__logic8__gcn__seed42,google,logic8,gcn,42,gnnexplainer,100,100,0.06507215007215007,0.8612240939337654,0.33195364791727017,0.323910887068765,0.84,True,False
google__logic8__gin__seed123,google,logic8,gin,123,gradinput,100,100,0.08088095238095239,0.962542546583851,0.294671475743861,0.2880957904832787,0.9500000000000001,True,False
google__logic8__gin__seed123,google,logic8,gin,123,ig,100,100,0.0745122655122655,0.8802316705676578,0.32263676446532485,0.3143047449869195,0.86,True,False
google__logic8__gin__seed123,google,logic8,gin,123,saliency,100,100,0.08879797979797979,0.8369654266987555,0.33458091392611516,0.3250708832286602,0.81,True,False
google__logic8__gin__seed123,google,logic8,gin,123,atom_occlusion,100,100,0.08519155844155843,0.7548557645014234,0.3675759553054444,0.35416747519766095,0.73,True,True
google__logic8__gin__seed123,google,logic8,gin,123,gnnexplainer,100,100,0.08178210678210678,0.9303953503339963,0.30437530216302594,0.2972349190851176,0.91,True,False
google__logic8__gin__seed2026,google,logic8,gin,2026,gradinput,100,100,0.08577417027417028,0.945667089464431,0.29788416237447063,0.2901522599747361,0.92,True,False
google__logic8__gin__seed2026,google,logic8,gin,2026,ig,100,100,0.0835523088023088,0.7935664528147701,0.35351902204262886,0.34165289595165754,0.77,True,True
google__logic8__gin__seed2026,google,logic8,gin,2026,saliency,100,100,0.09529797979797978,0.8612240939337654,0.3219389867098845,0.3114976824449835,0.84,True,False
google__logic8__gin__seed2026,google,logic8,gin,2026,atom_occlusion,100,100,0.07479401154401154,0.8083630457463745,0.3505913044643695,0.3408243512593357,0.79,True,False
google__logic8__gin__seed2026,google,logic8,gin,2026,gnnexplainer,100,100,0.0997063492063492,0.9155570044693347,0.3028946143501433,0.29364474962788667,0.89,True,False
google__logic8__gin__seed42,google,logic8,gin,42,gradinput,100,100,0.10203210678210675,0.9155570044693347,0.3014204406088071,0.29181047327397774,0.89,False,False
google__logic8__gin__seed42,google,logic8,gin,42,ig,100,100,0.09110750360750358,0.8802316705676578,0.3186547797747488,0.3096156037617876,0.86,True,False
google__logic8__gin__seed42,google,logic8,gin,42,saliency,100,100,0.08129004329004327,0.9548363202336617,0.29780409059203305,0.29097715130026347,0.93,True,False
google__logic8__gin__seed42,google,logic8,gin,42,atom_occlusion,100,100,0.08575036075036076,0.7935664528147701,0.3551716892498626,0.34531240163196003,0.77,True,True
google__logic8__gin__seed42,google,logic8,gin,42,gnnexplainer,100,100,0.049499999999999995,0.945667089464431,0.30904502989046667,0.3042111637297059,0.92,True,False
