atom_size_group,molecules,mean_atoms,mean_miss_loss,mean_iou,mean_selected_fraction,mean_fidelity_advantage
large,11324,47.640056517131754,0.09326214366294444,0.5143026785704391,0.6229796558212852,7.535753992211478
medium,10384,26.185477657935284,0.0948288407716151,0.5472344966147998,0.6399724718950223,5.1764947014540805
small,5516,19.31653372008702,0.10359873236816358,0.590389605995193,0.6419163404595666,4.187275687220457
