rationale_group,molecules,mean_rationale_fraction,mean_miss_loss,mean_iou,mean_selected_fraction,mean_fidelity_advantage
diffuse,11584,0.6392012893692585,0.09932240714211138,0.6182330049858622,0.876897068749156,1.0784692767588164
focal,6730,0.0482437816820304,0.04574000868752202,0.6686874760637009,0.10446064061652782,17.607296312152013
medium,8910,0.2729386412678898,0.12950311810922366,0.34805362154705766,0.7160393433124197,3.501068417020518
