scaffold_novelty,molecules,mean_miss_loss,mean_iou,mean_selected_fraction,mean_fidelity_advantage
seen,14344,0.10108686385786021,0.5393871166829857,0.6296019089006063,5.824467327422891
unseen,12880,0.09023787499823584,0.5455020815177386,0.6374143263495977,6.105469917224847
